key,amount,timestamp,category
hot_key_0,7230.693331447995,2026-03-28T16:24:42.623+08:00,premium
hot_key_0,6920.907924503939,2026-03-28T16:24:42.623+08:00,premium
hot_key_0,5699.86746103461,2026-03-28T16:24:42.623+08:00,premium
hot_key_1,5171.981866956876,2026-03-28T16:24:42.623+08:00,premium
hot_key_1,1678.7173272542327,2026-03-28T16:24:42.623+08:00,premium
hot_key_1,9713.716837877322,2026-03-28T16:24:42.623+08:00,premium
hot_key_2,7336.45193744031,2026-03-28T16:24:42.623+08:00,premium
hot_key_2,3889.0446668071063,2026-03-28T16:24:42.623+08:00,premium
hot_key_2,5242.747119754767,2026-03-28T16:24:42.623+08:00,premium
normal_key_0,131.61008872478394,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,613.03212788169,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,703.324751531024,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,581.3602520974531,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,646.874782748297,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,143.5537661771138,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,280.44965763217914,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,612.7701559587625,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,708.8958834483919,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,601.8184678380877,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,85.76020787078666,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,344.8801801880321,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,38.6543260776142,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,842.9204762838621,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,327.9692817886063,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,600.3159879218122,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,739.202225425582,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,293.17557226912993,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,120.79259791972402,2026-03-28T16:24:42.623+08:00,standard
normal_key_0,911.0655051527948,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,845.9515320499511,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,897.6284043492866,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,318.90768548118484,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,828.499910588987,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,689.7222366808955,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,59.55579122250678,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,643.4790283839283,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,839.7459671088309,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,392.29097258330773,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,783.7091839585257,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,698.2679727805422,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,965.568001298837,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,397.7766263402454,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,496.50337014874816,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,765.2943338678302,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,484.2796536548488,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,829.0679640470668,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,954.3853004987575,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,440.52693285353365,2026-03-28T16:24:42.623+08:00,standard
normal_key_1,320.36017704547925,2026-03-28T16:24:42.623+08:00,standard
normal_key_2,592.4554192573562,2026-03-28T16:24:42.623+08:00,standard
normal_key_2,32.58158054656825,2026-03-28T16:24:42.623+08:00,standard
normal_key_2,221.42631716437972,2026-03-28T16:24:42.623+08:00,standard
normal_key_2,748.6867354143089,2026-03-28T16:24:42.623+08:00,standard
normal_key_2,380.97100147210034,2026-03-28T16:24:42.623+08:00,standard
